Category	GeneSet	N_genes	N_overlap	p	adjP	genes	link
GO_bp	GO_PEPTIDE_BIOSYNTHETIC_PROCESS	712	137	5.301210221758931e-10	3.542172284538922e-07	NSUN4:PARS2:RPL5:RBM8A:UHMK1:MRPS14:PPP1R15B:MIR135B:VIM:EIF4EBP2:RPS24:NANOS1:EIF3F:DNAJC24:PRG3:EEF1G:MRPL49:MRPL11:PPP1CA:CARNS1:RPS3:GAPDH:RPS26:RPL41:RPLP0:GATC:C12orf65:MRPS31:RBM23:RPL36AL:EIF2S1:EIF5:DPH6:CHAC1:EIF3J:RPL4:IREB2:RPS17:RPS17L:NGRN:MRPS34:RPS2:RPS15A:RPL13:C1QBP:EIF5A:EIF4A1:FXR2:RPL23A:RPL19:CASC3:MRPL10:MRPS7:MIF4GD:NARS:RPS15:ELAVL1:RPS28:GADD45GIP1:UBA52:EIF3K:MRPS12:RPS16:RPS19:RPL18:RPS9:RPS5:RPS7:ZFP36L2:MRPL19:RPL31:NCK2:RPL37A:MTERFD2:MIR103A2:EIF2S2:MTG2:MIR124-3:MRPS6:GGTLC2:RPL32:MRPS25:DPH3:RPL15:RPSA:RPL14:RPL29:TRMT10C:RPL24:EEFSEC:RPL39P5:SERP1:RPL22L1:EIF5A2:NCBP2:RPL34:SLC7A11:RPS3A:MRPL36:RPL37:MRPS36:ENC1:GFM2:DHFR:RPS23:EIF4EBP3:RPS14:TNIP1:MIR218-2:GNB2L1:FARS2:EEF1E1:MRPS18B:RPS18:UQCC2:RPL10A:MRPS10:EEF1A1:FOXO3:RPS12:MALSU1:GGCT:MRPL32:MRPS17:MRPS17:EIF4H:MIR29A:CNOT7:MRPL15:RPS20:MRPS28:EEF1D:MIR939:RPL8:RPS6:RPL7A:EIF2S3:RBM3:RPS4X	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_PEPTIDE_BIOSYNTHETIC_PROCESS
GO_bp	GO_CELLULAR_AMIDE_METABOLIC_PROCESS	1011	179	1.2889077244682061e-09	7.894559812367762e-07	MMACHC:NSUN4:PARS2:RPL5:RBM8A:B4GALT3:UHMK1:MRPS14:PPP1R15B:MIR135B:VIM:PTPLA:EIF4EBP2:SAMD8:RPS24:SCD:NANOS1:EIF3F:DNAJC24:PDHX:PRG3:EEF1G:MRPL49:MRPL11:PPP1CA:CARNS1:GSTP1:RPS3:DGAT2:GAPDH:ORMDL2:RPS26:RPL41:MVK:RPLP0:GATC:C12orf65:MRPS31:CLN5:RBM23:SPTSSA:RPL36AL:EIF2S1:ARG2:ACOT1:DLST:TMED10:GSTZ1:SPTLC2:EIF5:DPH6:CHAC1:EIF3J:RPL4:IREB2:RPS17:RPS17L:NGRN:MRPS34:RPS2:RPS15A:ACSM2B:RPL13:C1QBP:EIF5A:EIF4A1:FXR2:RPL23A:RPL19:CASC3:MRPL10:GGA3:MRPS7:MIF4GD:B4GALT6:NARS:RPS15:ELAVL1:RPS28:GCDH:GADD45GIP1:UBA52:CEBPA:PSENEN:EIF3K:MRPS12:RPS16:RPS19:RPL18:RPS9:RPS5:RPS7:ZFP36L2:MCEE:MRPL19:RPL31:NCK2:DBI:B3GALT1:ORMDL1:RPL37A:MTERFD2:MIR103A2:EIF2S2:MTG2:MIR124-3:MRPS6:GGTLC2:CERK:RPL32:MRPS25:DPH3:RPL15:RPSA:RPL14:RPL29:SUCLG2:TRMT10C:RPL24:EEFSEC:RPL39P5:SERP1:RPL22L1:EIF5A2:NCBP2:RPL34:ELOVL6:SLC7A11:RPS3A:SPCS3:MRPL36:RPL37:MRPS36:ENC1:GFM2:DHFR:RPS23:ST8SIA4:EIF4EBP3:RPS14:TNIP1:MIR218-2:GNB2L1:FARS2:EEF1E1:ACOT13:MRPS18B:RPS18:B3GALT4:TAPBP:UQCC2:RPL10A:MRPS10:EEF1A1:FOXO3:RPS12:MTHFD1L:MALSU1:GGCT:MRPL32:MRPS17:MRPS17:EIF4H:NAPEPLD:MIR29A:GSTK1:CNOT7:MRPL15:RPS20:MRPS28:SLC25A32:EEF1D:MIR939:RPL8:RPS6:RP11-203J24.9:ST6GALNAC6:RPL7A:PDHA1:EIF2S3:RBM3:RPS4X	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_CELLULAR_AMIDE_METABOLIC_PROCESS
GO_bp	GO_RNA_CATABOLIC_PROCESS	391	86	1.5062196704229928e-09	8.515934290468459e-07	PSMB2:RPL5:RBM8A:MAPKAPK2:HNRNPU-AS1:HNRNPU:VIM:RPS24:NANOS1:PSMD13:PSMA1:PSMA1:RPS3:MAGOHB:RPS26:RPL41:OAS2:RPLP0:RNASE6:RBM23:PSMB5:PSME2:PSMA6:SLIRP:RPL4:RPS17:RPS17L:RPS2:RPS15A:PSMB10:RPL13:FXR2:ALKBH5:RPL23A:RPL19:CASC3:SMG8:PSMC5:RPS15:ELAVL1:RPS28:UBA52:RPS16:EXOSC5:RPS19:DHX34:RPL18:RPS9:RPS5:RPS7:ZFP36L2:RPL31:RPL37A:YWHAB:PSMA7:RPL32:RPL15:RPSA:RPL14:RPL29:PDE12:RPL24:NCBP2:RPL34:EXOSC9:CCRN4L:RPS3A:RPL37:PAPD4:RPS23:DND1:RPS14:LSM2:HSPA1B:PSMB9:RPS18:RPL10A:LIN28B:RPS12:LSM5:ZC3HAV1:CNOT7:RPS20:ZHX2:EXOSC4:RPL8:RPS6:RPL7A:RPS4X	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_RNA_CATABOLIC_PROCESS
GO_bp	GO_ORGANONITROGEN_COMPOUND_BIOSYNTHETIC_PROCESS	1801	283	9.658980292329618e-09	5.070964653473049e-06	NMNAT1:AGMAT:ATPIF1:B4GALT2:MMACHC:NSUN4:CMPK1:TMEM59:PARS2:AK4:PIGK:RPL5:MAN1A2:RBM8A:B4GALT3:UHMK1:MRPS14:PPP1R15B:MIR135B:IBA57:VIM:PTPLA:EIF4EBP2:PCBD1:FUT11:SAMD8:RPS24:PANK1:COX15:SCD:NANOS1:UROS:EIF3F:AMPD3:DNAJC24:APIP:PDHX:SLC35C1:PRG3:EEF1G:B3GAT3:MRPL49:MRPL11:PPP1CA:CARNS1:GSTP1:RPS3:FUT4:PDZD3:GAPDH:ALG10:GXYLT1:MUCL1:ORMDL2:RPS26:RPL41:TMTC3:RPLP0:GATC:C12orf65:ATP5EP2:MRPS31:ESD:RBM23:SPTSSA:RPL36AL:MGAT2:ATP5S:GCH1:EIF2S1:PIGH:ARG2:ERH:GSTZ1:SPTLC2:EIF5:DPH6:CHAC1:LCMT2:ADAL:EIF3J:DUT:SLC51B:RPL4:HEXA:IREB2:RPS17:RPS17L:NGRN:CHSY1:MRPS34:RPS2:RPS15A:SEPHS2:B3GNT9:CHST5:APRT:RPL13:ASPA:C1QBP:EIF5A:EIF4A1:FXR2:HS3ST3B1:ADORA2B:RPL23A:PIGW:RPL19:CASC3:CCR7:SLC25A39:MRPL10:PNPO:PHOSPHO1:PCTP:ATP5H:MRPS7:MIF4GD:ST6GALNAC2:TK1:CANT1:ABHD3:B4GALT6:NARS:BCL2:RPS15:OAZ1:ACER1:ELAVL1:RPS28:GCDH:GADD45GIP1:UBA52:CEBPA:EIF3K:MRPS12:RPS16:RPS19:RPL18:RPS9:RPS5:ADI1:RPS7:OST4:ZFP36L2:PIGF:SPR:DGUOK:MRPL19:RPL31:NCK2:KYNU:UPP2:B3GALT1:ASNSD1:ORMDL1:GLS:RPL37A:SGPP2:MTERFD2:MIR103A2:INSM1:EIF2S2:MTG2:MIR124-3:MRPS6:GGTLC2:LARGE:CHKB:RPL32:MRPS25:DPH3:RPL15:RPSA:RPL14:TREX1:TMEM115:RPL29:TLR9:TLR9:CHDH:CPOX:TRMT10C:RPL24:CD80:PARP9:EEFSEC:RPL39P5:SERP1:RPL22L1:EIF5A2:ST6GAL1:NCBP2:SLC26A1:TLR1:TLR6:TMEM165:PAICS:BMPR1B:PAPSS1:RPL34:ELOVL6:SLC7A11:IL15:RPS3A:MRPL36:RPL37:MRPS36:ENC1:GFM2:GCNT4:DHFR:RPS23:ST8SIA4:ATG12:PCBD2:EGR1:EIF4EBP3:RPS14:TNIP1:PANK3:MIR218-2:MGAT1:GNB2L1:FARS2:EEF1E1:SLC35B3:GCNT2:MRPS18B:RPS18:B3GALT4:UQCC2:RPL10A:MOCS1:MRPS10:SLC35B2:B3GAT2:EEF1A1:UBE2J1:FOXO3:NUS1:RPS12:TBPL1:MTHFD1L:CHST12:ZDHHC4:MALSU1:GGCT:MRPL32:MRPS17:MRPS17:PSPH:EIF4H:DPY19L2P2:NAMPT:MIR29A:GSTK1:TPK1:AGPAT5:CNOT7:MBOAT4:GOT1L1:MRPL15:RPS20:MRPS28:ADCY8:EEF1D:MIR939:RPL8:ZDHHC21:RPS6:STOML2:GCNT1:ALG2:RP11-203J24.9:ST6GALNAC6:DOLK:UCK1:RPL7A:PRPS2:PDHA1:EIF2S3:RBM3:RPS4X:UPRT:MAGT1:TMLHE	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_ORGANONITROGEN_COMPOUND_BIOSYNTHETIC_PROCESS
GO_bp	GO_ORGANIC_CYCLIC_COMPOUND_CATABOLIC_PROCESS	599	111	1.72880756641893e-07	8.471157075452755e-05	NMNAT1:PSMB2:RPL5:RBM8A:MAPKAPK2:HNRNPU-AS1:HNRNPU:NUDT5:VIM:RPS24:NANOS1:PSMD13:AMPD3:PSMA1:PSMA1:RPS3:MAGOHB:RPS26:RPL41:TDG:OAS2:RPLP0:HMGB1:RNASE6:RBM23:PSMB5:PSME2:PSMA6:GSTZ1:SLIRP:ADAL:DUT:RPL4:ST20:RPS17:RPS17L:RPS2:RPS15A:PSMB10:RPL13:FXR2:ALKBH5:RPL23A:RPL19:CASC3:CNP:SMG8:PSMC5:RPS15:ELAVL1:RPS28:UBA52:RPS16:EXOSC5:RPS19:DHX34:RPL18:RPS9:RPS5:RPS7:ZFP36L2:RPL31:KYNU:UPP2:RPL37A:YWHAB:PSMA7:COMT:APOBEC3G:APOBEC3H:RPL32:RPL15:RPSA:RPL14:TREX1:RPL29:PDE12:RPL24:MBD4:NCBP2:RPL34:EXOSC9:CCRN4L:RPS3A:HMGB2:SRD5A1:RPL37:PAPD4:RPS23:HINT1:DND1:RPS14:MGAT1:LSM2:HSPA1B:PSMB9:RPS18:RPL10A:ENPP4:LIN28B:RPS12:LSM5:ZC3HAV1:CNOT7:ENTPD4:RPS20:ZHX2:EXOSC4:RPL8:RPS6:ENDOG:RPL7A:RPS4X:DNASE1L1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_ORGANIC_CYCLIC_COMPOUND_CATABOLIC_PROCESS
GO_bp	GO_RNA_METABOLIC_PROCESS	1490	233	3.030155339832448e-07	0.0001391977609235531	SSU72:CDK11A:SNORA70:SRSF10:SCARNA18:SRSF4:SNRNP40:SNORD112:SNIP1:SNORA63:NSUN4:SNORA26:SNORA58:SNORD112:PARS2:SNORA31:SNORD45C:ZNHIT6:ZNF326:RPL5:SNORA25:RBM15:SNORA40:RNVU1-1:RNVU1-6:RBM8A:RNVU1-10:RNVU1-15:RNVU1-16:SF3B4:SNORA40:SNORA31:SNORA26:RRNAD1:SNORD112:SNORD112:SNORD112:PRDX6:SNORA63:TSEN15:SNORD112:SNORA70:SNORD112:SNORD60:SNORD112:SNORA26:U8:SNORA25:HNRNPU-AS1:HNRNPU:SNORD112:SNORA25:U8:U8:U8:U8:U8:CELF2:RPP38:SNORA31:SNORA40:SNORA57:SNORA40:HNRNPF:CSTF2T:HNRNPH3:SNORA31:RPS24:SNORA25:SNORD112:SNORD112:SMNDC1:SNORD60:POLR2L:RRP8:SNORA45:SNORD14A:SNORD14B:SNORA31:BTBD18:CPSF7:AHNAK:SNORA57:SNORA43:SNORD112:SNORD56:SNORA25:SNORA32:SNORD6:SNORA8:SNORA18:SNORA40:SNORD14D:SNORD14C:U8:EMG1:MAGOHB:SNORA25:SNORD112:BCDIN3D:PCBP2:RPS26:ZC3H10:SNORA48:SNORD112:U8:SNORA70:U8:SNORA40:OAS2:SNORA27:SNORD56:GATC:SRSF9:SNORA70:ARL6IP4:SNRNP35:SNORD27:PABPC3:SNORA27:SNORA25:SNORA31:UTP14C:SNORA68:SNORD112:SNORA25:SNORA25:RNASE6:RBM23:PABPN1:SNORA31:SNORA31:SNORA25:SNORD112:SNORA70:MNAT1:SNORD112:ZBTB1:SNORA32:SNORD112:SNORD112:SNORD112:SNORD112:SNORD112:SNORD112:TRMT61A:SNORD116-8:SNORD116-9:SNORD116-27:SNORA48:U8:U8:U8:U8:SNORA18:U8:NOP10:SNORA18:FAM98B:LCMT2:snoU13:SNORA48:RNU5B-1:VWA9:RNU6-1:IMP3:SNORD112:SNORA63:SNORD112:RPS17:RPS17L:FAM103A1:SNORA25:SNRPA1:POLR3K:RPS2:SNORA10:SNORD60:SNORA40:SNORA48:SNORA27:THUMPD1:SNORA25:SNORA43:SEPHS2:SNORA70:SNORD112:NUDT21:SNORA48:SNORD112:CMTR2:SNORA70D:SNORD33:CTU2:RNMTL1:C1QBP:ELP5:SNORA48:SNORD10:SNORD118:ALKBH5:SNORD3B-2:SNORA31:SNORA70:SNORD42A:SNORD4B:SNORA70:CASC3:SNORA40:SNORA68:SRSF1:METTL2A:SNORA8:SNORA40:SNORA70:SNORD112:SNORA48:SNORD23:SNORA81:SNORD112:SNORD58C:SCARNA18:SNORA37:NARS:U8:SNORA25:TXNL4A:RPS15:ZBTB7A:ELAVL1:RPS28:SNORA70:SNORD105B:SNORA68:CEBPG:RPS16:EXOSC5:RPS19:SNORD112:SNORA70:GLTSCR2:SNORD23:SNORD33:SNORD35A:TSEN34:RPS9:RPS7:SNORA31:SNORA26:SNORA40:SNORA40:TRMT61B:SNORD112:SRSF7:GEMIN6:SNORA70B:SNRNP27:PCBP1:TPRKB:GCFC2:SNORD112:U8:WDR33:SNORA48:SNORD56:METTL8:HNRNPA3:PRKRA:SNORA43:U8:SNORA48:SNORA25:SNORD112:MTERFD2:NOP56:SNORD86:SNORD56:SNORD57:FASTKD5:SNORA31:SNORA26:TRMT6:SNRPB2:SNORA40:SNORD56:RPRD1B:SNORD112:SNORA26:SRSF6:SNORD12C:MIR124-3:SNORA70:SNORA81:SNORA70:SNORA32:YBEY:SCARNA18:SCARNA18:SCARNA18:SNRPD3:SNORD56:NOL12:APOBEC3G:APOBEC3H:SNORD83A:NHP2L1:RRP7A:TRMU:SNORA43:SNORA43:DPH3:SNORA25:RPSA:RPL14:U8:RBM15B:SNORA26:PDE12:SNORA31:TRMT10C:SNORA70:SNORD112:SNORD112:SNORA7B:SNORA58:U8:MBNL1:U8:METTL15P1:SNORA18:SNORA25:U8:SNORA81:SNORA81:SNORA63:NCBP2:SNORA48:SNORA63:SNORA26:SNORA26:SNORA31:SNORA31:SNORD112:EXOSC9:SNORA70:CCRN4L:SNORD112:SNORA31:U8:SNORA40:SNORA18:SNORA63:SNORA57:DIMT1:SREK1IP1:PPWD1:U8:GTF2H2:NSA2:SNORA40:SNORA18:PAPD4:SNORA31:SCARNA18:SNORA70:SNORA31:SNORA13:SNORA27:WDR55:RPS14:THG1L:LSM11:SNORA68:SNORA40:SNORA70:SNORA57:NHP2:SNORD95:FARS2:SNRNP48:EEF1E1:ATXN1:SNORA48:RPP21:POU5F1:SNORD84:LSM2:SNORD48:RPL10A:SNORA40:SNORD112:SNORA8:SNORA8:SRF:MTO1:SNORD112:SNORA70:SNORA18:LIN28B:SNORA27:SNORD112:U8:WTAP:SNORA20:SNORA63:SNORD56:SNORD93:HNRNPA2B1:LSM5:SNORA31:RP9:SNORA31:SNORA5C:SNORA31:SNORA22:SNORA63:SNORA63:NSUN5:CPSF4:SNORA40:POP7:SNORA48:SNORD112:NAA38:METTL2B:SNORA40:SNORD112:SNORA26:SNORA70:SNORA70:SNORD112:CNOT7:SNORA70:SNORD112:U8:SNORA20:SNORD112:UTP23:SNORA31:SNORA32:SNORA25:SNORA40:SNORA25:EXOSC4:RCL1:SNORD27:RPS6:SNORA31:U8:SNORA70:SNORA70:SNORA70:SNORA70:SNORD95:SNORD112:SNORA26:NOL8:SNORA31:CDK9:ENDOG:SNORA31:RPL7A:SNORD36A:SNORD36C:SNORA20:SNORA31:GEMIN8:SNORA68:SNORA31:RBM3:SNORD112:SNORA25:SNORA40:SNORA8:SNORA18:SNORA70:SNORA56	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_RNA_METABOLIC_PROCESS
GO_bp	GO_RIBOSOME_BIOGENESIS	285	62	4.099814415342435e-07	0.00017725668207509937	NSUN4:ZNHIT6:RPL5:RRNAD1:RPS24:PTEN:RRP8:MRPL11:EMG1:RPLP0:UTP14C:NOP10:IMP3:RPS17:RPS17L:RPS2:THUMPD1:NIP7:RNMTL1:C1QBP:RPL23A:MRPL10:MRPS7:RPS15:RPS28:RPS16:EXOSC5:RPS19:GLTSCR2:RPS9:RPS5:RPS7:TRMT61B:CEBPZ:MTERFD2:NOP56:MTG2:YBEY:NOL12:NHP2L1:RRP7A:RPSA:RPL14:RPL24:METTL15P1:EXOSC9:MRPL36:BRIX1:DIMT1:NSA2:WDR55:RPS14:NHP2:RPL10A:MALSU1:NSUN5:UTP23:EXOSC4:RCL1:RPS6:NOL8:SURF6:RPL7A	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_RIBOSOME_BIOGENESIS
GO_bp	GO_INTERSPECIES_INTERACTION_BETWEEN_ORGANISMS	908	153	4.853666727067588e-07	0.00019819139135525987	ISG15:TNFRSF14:FCN3:WASF2:PSMB2:RPL5:RBM15:SNAPIN:FDPS:SLAMF1:USF1:NR5A2:VIM:RPS24:IFIT5:PDZD8:BNIP3:IFITM2:IFITM3:POLR2L:EIF3F:HTATIP2:RTN3:CFL1:BANF1:RPS3:GAPDH:AAAS:PCBP2:RPS26:RPL41:RPLP0:DYNLL1:MPHOSPH8:PSMB5:PABPN1:NFKBIA:CALM1:PPIB:RPL4:IL16:RPS17:RPS17L:RPS2:ATP6V0C:RPS15A:PARD6A:PSMB10:MON1B:IRF8:RPL13:C1QBP:GPS2:EIF4A1:RPL23A:CCL13:CCL4:RPL19:KPNA2:CHMP6:P4HB:CHMP1B:BCL2:RPS15:RPS28:C19orf66:GADD45GIP1:UBA52:CEBPA:RPS16:RPS19:PGLYRP1:SLC1A5:RPL18:RPS9:RPS5:RPS7:CENPA:PCBP1:VAMP8:RPL31:BCL2L11:CCNT2:PRKRA:RPL37A:PCNA:ROMO1:YWHAB:RAE1:PSMA7:MX1:SMARCB1:APOBEC3G:APOBEC3H:NUP50:RPL32:RPL15:RPSA:RPL14:RBM15B:RPL29:PDE12:GPR15:RPL24:CD80:LAMP3:PAK2:RPL34:RPS3A:RPL37:RPS23:SLC22A5:RPS14:TNIP1:GNB2L1:TRIM38:HIST1H2BJ:TRIM27:HSPA1B:TAP2:TAP2:PSMB9:RPS18:DAXX:RPL10A:MB21D1:RPS12:VTA1:FUCA2:NUP43:DYNLT1:NUPL2:POM121:EIF4H:POM121C:CPSF4:NAPEPLD:MDFIC:CAV2:ZC3HAV1:CNOT7:BNIP3L:TRIM35:RPS20:TRAM1:SLC52A2:RPL8:RPS6:TRIM14:CDK9:RPL7A:AP1S2:TM4SF2:TSPAN7:RPS4X:MECP2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_INTERSPECIES_INTERACTION_BETWEEN_ORGANISMS
GO_bp	GO_RIBONUCLEOPROTEIN_COMPLEX_BIOGENESIS	483	92	5.557576507816185e-07	0.0002149904596444682	SRSF10:NSUN4:ZNHIT6:RPL5:RNVU1-1:RNVU1-6:RNVU1-10:RNVU1-15:RNVU1-16:RRNAD1:CELF2:RPS24:PTEN:RRP8:EIF3F:CPSF7:MRPL11:EMG1:RPLP0:SRSF9:UTP14C:EIF2S1:EIF5:NOP10:EIF3J:RNU5B-1:RNU6-1:IMP3:RPS17:RPS17L:FAM103A1:RPS2:THUMPD1:NUDT21:NIP7:RNMTL1:C1QBP:RPL23A:MRPL10:SRSF1:MRPS7:TXNL4A:RPS15:RPS28:EIF3K:RPS16:EXOSC5:RPS19:GLTSCR2:RPS9:RPS5:RPS7:TRMT61B:CEBPZ:GEMIN6:GCFC2:MTERFD2:NOP56:SRSF6:MTG2:YBEY:SNRPD3:NOL12:NHP2L1:RRP7A:RPSA:RPL14:LIMD1:RPL24:METTL15P1:EXOSC9:CCRN4L:MRPL36:BRIX1:DIMT1:NSA2:RPS23:WDR55:RPS14:NHP2:RPL10A:MALSU1:NSUN5:EIF4H:STYXL1:CNOT7:UTP23:EXOSC4:RCL1:RPS6:NOL8:SURF6:RPL7A:GEMIN8:EIF2S3	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_RIBONUCLEOPROTEIN_COMPLEX_BIOGENESIS
GO_bp	GO_PROTEIN_TARGETING	425	83	6.837734097121415e-07	0.000251286728069212	ATPIF1:LEPROT:SH3GLB1:RPL5:HAX1:TIMM17A:UBE2D1:RPS24:RPS3:RPS26:RPL41:RPLP0:SIRT4:DHRS4:TIMM9:SRP14:RAB27A:SLC51B:RPL4:RPS17:RPS17L:CIB1:RPS2:RPS15A:LONP2:RPL13:RPL23A:PEX12:RPL19:GOSR2:RPS15:RPS28:UBA52:PDCD5:RPS16:RPS19:RPL18:RPS9:RPS5:RPS7:MPV17:RPL31:PECR:RPL37A:ZFAND2B:MTERFD2:SNAP25-AS1:ROMO1:YWHAB:ITGB2:BID:UBE2L3:RPL32:RPL15:RPSA:RPL14:RPL29:ACOX2:ARL6:RPL24:ATG3:SEC62:RPL34:RPS3A:SPCS3:AMACR:RPL37:RPS23:RPS14:RPS18:RPL10A:RPS12:ZDHHC4:GSTK1:BNIP3L:BAG4:RPS20:TRAM1:RPL8:ZDHHC21:RPS6:RPL7A:RPS4X:GDI1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_PROTEIN_TARGETING
GO_bp	GO_NCRNA_PROCESSING	377	75	1.1172405803185086e-06	0.000391034203111478	NSUN4:ZNHIT6:RPL5:RRNAD1:TSEN15:RPP38:RPS24:RRP8:EMG1:BCDIN3D:UTP14C:TRMT61A:NOP10:FAM98B:LCMT2:VWA9:IMP3:RPS17:RPS17L:POLR3K:RPS2:THUMPD1:SEPHS2:CTU2:RNMTL1:ELP5:METTL2A:RPS15:RPS28:RPS16:EXOSC5:RPS19:GLTSCR2:TSEN34:RPS9:RPS7:TRMT61B:TPRKB:METTL8:PRKRA:MTERFD2:NOP56:TRMT6:YBEY:NOL12:NHP2L1:RRP7A:TRMU:DPH3:RPSA:RPL14:TRMT10C:METTL15P1:EXOSC9:DIMT1:NSA2:WDR55:RPS14:THG1L:NHP2:FARS2:RPP21:RPL10A:MTO1:LIN28B:HNRNPA2B1:NSUN5:CPSF4:POP7:METTL2B:UTP23:EXOSC4:RCL1:RPS6:NOL8:RPL7A	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_NCRNA_PROCESSING
GO_bp	GO_CELLULAR_MACROMOLECULE_CATABOLIC_PROCESS	1136	181	1.9877251630506424e-06	0.0006640809067464645	ISG15:NMNAT1:ATPIF1:PSMB2:OMA1:RPL5:RBM8A:RNF115:CTSS:MAPKAPK2:HNRNPU-AS1:HNRNPU:VIM:WAC:UBE2D1:ANAPC16:RPS24:PTEN:CACUL1:NANOS1:BUB3:ZRANB1:BNIP3:PSMD13:UBQLNL:PSMA1:PSMA1:RPS3:USP35:MAGOHB:PCBP2:RPS26:RPL41:TMTC3:OAS2:RPLP0:RNF6:USP12:HMGB1:NHLRC3:UCHL3:RNASE6:RBM23:PSMB5:PSME2:PSMA6:FBXO33:SOCS4:SLIRP:SEL1L:BAG5:FBXL22:RPL4:ARIH1:FBXO22:ST20:RPS17:RPS17L:DET1:RPS2:RPS15A:PLK1:LONP2:SIAH1:CYLD:HERPUD1:FBXL8:PSMB10:RPL13:WDR81:UBE2G1:DERL2:FXR2:ALKBH5:RPL23A:RPL19:CASC3:UBE2Z:TOM1L1:SMG8:PSMC5:KCTD2:SUMO2:RAB12:RNF125:RNF126:RPS15:CLPP:ELAVL1:RPS28:UBA52:CEBPA:RPS16:EXOSC5:ATP5SL:RPS19:DHX34:GLTSCR2:RPL18:RPS9:RPS5:RPS7:ZFP36L2:PCYOX1:RMND5A:LYG1:RPL31:SPOPL:RPL37A:ZFAND2B:RHBDD1:SNX5:YWHAB:UBE2C:PSMA7:PTTG1IP:UBE2L3:SDF2L1:XBP1:RPL32:UBE2E1:RPL15:NGLY1:RPSA:RPL14:TREX1:RPL29:PDE12:RYBP:RPL24:DTX3L:RNF7:SIAH2:LAMP3:RNF168:FBXO45:NCBP2:USP46:RPL34:EXOSC9:CCRN4L:RPS3A:HMGB2:RPL37:ENC1:PAPD4:RPS23:DND1:CSNK1A1:RPS14:GNB2L1:MYLIP:TRIM38:UBD:PPP1R11:LSM2:HSPA1B:PSMB9:RPS18:UQCC2:RPL10A:UBE2J1:LIN28B:RNF146:RPS12:LSM5:ZC3HAV1:USP17L7:CNOT7:BNIP3L:RPS20:ZHX2:EXOSC4:RPL8:RPS6:TOPORS:UBE2R2:ENDOG:TOR1A:RPL7A:UBQLN2:RPS4X:RLIM:DNASE1L1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_CELLULAR_MACROMOLECULE_CATABOLIC_PROCESS
GO_bp	GO_RRNA_METABOLIC_PROCESS	208	46	7.641251501289596e-06	0.0024418781971512404	NSUN4:ZNHIT6:RPL5:RRNAD1:RPS24:RRP8:EMG1:UTP14C:NOP10:IMP3:RPS17:RPS17L:RPS2:THUMPD1:RNMTL1:RPS15:RPS28:RPS16:EXOSC5:RPS19:GLTSCR2:RPS9:RPS7:TRMT61B:MTERFD2:NOP56:YBEY:NOL12:NHP2L1:RRP7A:RPSA:RPL14:METTL15P1:EXOSC9:DIMT1:NSA2:WDR55:RPS14:NHP2:RPL10A:NSUN5:UTP23:EXOSC4:RCL1:RPS6:NOL8:RPL7A	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_RRNA_METABOLIC_PROCESS
GO_bp	GO_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ORGANELLE	549	97	8.255451967159312e-06	0.0025282321649425393	ATPIF1:LEPROT:SH3GLB1:RPL5:HAX1:TIMM17A:UBE2D1:RPS24:SPRN:DRD4:RPS3:RPS26:RPL41:NABP2:RPLP0:SIRT4:DHRS4:TIMM9:CALM1:MOAP1:SRP14:BMF:RPL4:RPS17:RPS17L:RPS2:RPS15A:LONP2:ACD:RPL13:RPAIN:RPL23A:PEX12:RPL19:GOSR2:KPNA2:BCL2:RPS15:RPS28:UBA52:PDCD5:RPS16:RPS19:BBC3:RPL18:CACNG8:RPS9:RPS5:RPS7:MPV17:RPL31:BCL2L11:PECR:RPL37A:ZFAND2B:MTERFD2:SNAP25-AS1:NXT1:ROMO1:YWHAB:PTTG1IP:BID:UBE2L3:NUP50:RPL32:RPL15:RPSA:RPL14:RPL29:ACOX2:RPL24:SEC62:USP46:RPL34:RPS3A:SPCS3:AMACR:RPL37:RPS23:RPS14:RPS18:RPL10A:RPS12:POM121:POM121B:POM121C:MDFIC:GSTK1:PPP3CC:BNIP3L:BAG4:RPS20:TRAM1:PKIA:RPL8:RPS6:RPL7A:RPS4X	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ORGANELLE
